"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Fast VQ algorithm using scalar prequantization","T. Fukunaga; Y. Yamada; Y. Ono; S. Tazaki","Takuma National College of Technology, Japan; Department of Electrical and Electronic Engineering, Ehime University, Japan; Consumer Electronics Laboratory, Mitsubishi Electronics Corporation, Japan; Department of Electrical and Electronic Engineering, Ehime University, Japan","[Proceedings] Singapore ICCS/ISITA `92","6 Aug 2002","1992","","","63","66 vol.1","Although the average distortion of full search vector quantization is minimized, its utilization is severely limited by the computational complexity of the encoding process. The authors propose a new method such that, to reduce the number of codewords for which the distortion must be calculated, each sample of the input vector is quantized before the vector quantization. The number of codewords to which any vector existing in some hypercube will be quantized is very much smaller than the number of the original codewords. The method is applicable to various distortion measures based on the norm. The simulation result shows that the proposed method is 62 times faster than the conventional full search algorithm for the IID Gaussian source when the dimensionality is 4 and the rate is 10(bits/vector).<>","","0-7803-0803-4","10.1109/ICCS.1992.254939","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=254939","","Vector quantization;Hypercubes;Encoding;Computational complexity;Bit rate;Distortion measurement;Speech coding;Educational institutions;Consumer electronics;Laboratories","communication complexity;vector quantisation","scalar prequantization;average distortion;full search vector quantization;computational complexity;encoding process;codewords;hypercube;IID Gaussian source","","","","5","","6 Aug 2002","","","IEEE","IEEE Conferences"
"High-Dimensional Stochastic Gradient Quantization for Communication-Efficient Edge Learning","Y. Du; S. Yang; K. Huang","University of Hong Kong, Hong Kong; CentraleSupélec, Laboratory of Signals and Systems, University of Paris-Saclay, Gif-sur-Yvette, France; University of Hong Kong, Hong Kong","IEEE Transactions on Signal Processing","28 Apr 2020","2020","68","","2128","2142","Edge machine learning involves the deployment of learning algorithms at the wireless network edge so as to leverage massive mobile data for enabling intelligent applications. The mainstream edge learning approach, federated learning, has been developed based on distributed gradient descent. Based on the approach, stochastic gradients are computed at edge devices and then transmitted to an edge server for updating a global AI model. Since each stochastic gradient is typically high-dimensional, communication overhead becomes a bottleneck for edge learning. To address this issue, we propose a novel framework of hierarchical gradient quantization and study its effect on the learning performance. First, the framework features a practical hierarchical architecture for decomposing the stochastic gradient into its norm and normalized block gradients, and efficiently quantizes them using a uniform quantizer and a low-dimensional Grassmannian codebook, respectively. Subsequently, the quantized normalized block gradients are scaled and cascaded to yield the quantized normalized stochastic gradient using a socalled hinge vector, which is compressed using another low-dimensional Grassmannian quantizer designed under the criterion of minimum distortion. The other feature of the framework is a bit-allocation scheme for reducing the distortion, which divides the total quantization bits to determine the resolutions of low-dimensional quantizers. The framework is proved to guarantee model convergency by analyzing the convergence rate as a function of quantization bits. Furthermore, by simulation, our design is shown to substantially reduce the communication overhead compared with the state-of-the-art signSGD scheme, while achieving similar learning accuracies.","1941-0476","","10.1109/TSP.2020.2983166","Hong Kong Research Grants Council(grant numbers:17208319,17209917); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9050465","Vector quantization;gradient methods;learning (artificial intelligence);distributed algorithms","Quantization (signal);Stochastic processes;Convergence;Distortion;Fasteners;Servers;Manifolds","gradient methods;learning (artificial intelligence);mobile computing;stochastic processes;vector quantisation","communication overhead;hierarchical gradient quantization;uniform quantizer;low-dimensional Grassmannian codebook;quantized normalized block gradients;quantized normalized stochastic gradient;low-dimensional Grassmannian quantizer;total quantization bits;low-dimensional quantizers;high-dimensional stochastic gradient quantization;communication-efficient edge learning;edge machine learning;wireless network edge;federated learning;distributed gradient descent;edge devices;edge server;mobile data;hinge vector;bit-allocation scheme;signSGD scheme","","31","","31","IEEE","30 Mar 2020","","","IEEE","IEEE Journals"
"Adaptive discrete cosine transform coding with vector quantization for color images","K. Aizawa; H. Harashima; H. Miyakawa","Department of Electrical Engineering, University of Tokyo, Tokyo, Japan; Department of Electrical Engineering, University of Tokyo, Tokyo, Japan; Department of Electrical Engineering, University of Tokyo, Tokyo, Japan","ICASSP '86. IEEE International Conference on Acoustics, Speech, and Signal Processing","29 Jan 2003","1986","11","","985","988","A new vector quantization scheme in discrete cosine transform domain, named DCT-VQ and its application to color image coding are described. In this scheme, DCT-domain is partitioned into vectors which are normalized and vector-quantized using universal vector quantizers designed with multidimensional Laplacian distribution. Adaptive coding scheme is also introduced to obtain better reconstruction of images. The color image coder employs the above scheme and encodes separately three components converted from R,G,B signals. The simulations have shown that adaptive DCT-VQ exhibits better performance than a conventional adaptive cosine transform coding with scalar quantization. The decomposition of DCT-block into vectors results in much less complex coder than a vector quantizer in original space domain.","","","10.1109/ICASSP.1986.1168969","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1168969","","Discrete cosine transforms;Image coding;Vector quantization;Color;Multidimensional systems;Laplace equations;Adaptive coding;Image reconstruction;Image converters;Transform coding","","","","19","2","14","","29 Jan 2003","","","IEEE","IEEE Conferences"
"A vector quantizer incorporating both LPC shape and energy","L. Rabiner; M. Sondhi; S. Levinson","Bell Laboratories, Murray Hill, NJ, USA; Bell Laboratories, Murray Hill, NJ, USA; Bell Laboratories, Murray Hill, NJ, USA","ICASSP '84. IEEE International Conference on Acoustics, Speech, and Signal Processing","29 Jan 2003","1984","9","","1","4","The theory of vector quantization (VQ) of linear predictive coding (LPC) coefficients has established a wide variety of techniques for quantizing LPC spectral shape to minimize overall spectral distortion. Such vector quantizers have been widely used in the areas of speech coding and speech recognition. The conventional vector quantizer utilizes only spectral shape information and essentially disregards the energy or gain term associated with the optimal LPC fit to the signal being modelled. In this paper we present a method of incorporating LPC spectral shape and energy into the codebook entries of the vector quantizer. To do this we postulate a distortion measure for comparing two LPC vectors which uses a weighted sum of an LPC shape distortion and a log energy distortion. Based on this combined distortion measure we have designed and studied vector quantizers of several sizes for use in isolated word speech recognition experiments. We have found that a fairly significant correlation exists between LPC shape and signal energy; hence a combined LPC shape plus energy vector quantizer with a given distortion requires far fewer codebook entries than one in which LPC shape and energy are quantized separately. Based on isolated word recognition tests on both a 10-digit and a 129 word airlines vocabulary, we have found improvements in recognition accuracy by using the VQ with both LPC shape and energy over that obtained using a VQ with LPC shape alone.","","","10.1109/ICASSP.1984.1172561","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1172561","","Linear predictive coding;Distortion measurement;Spectral shape;Speech recognition;Shape measurement;Vector quantization;Speech coding;Energy measurement;Size measurement;Testing","","","","6","","6","","29 Jan 2003","","","IEEE","IEEE Conferences"
"Voicing Class Dependent Huffman Coding of Compressed Front-End Feature Vector for Distributed Speech Recognition","D. S. Kim; H. K. Kim","Department of Information and Communications, Gwangju Institute of Science and Technology, Gwangju, South Korea; Department of Information and Communications, Gwangju Institute of Science and Technology, Gwangju, South Korea","2008 Second International Conference on Future Generation Communication and Networking Symposia","10 Apr 2009","2008","3","","51","54","In this paper, we propose an entropy coding method to further compress quantized mel-frequency cepstral coefficients (MFCCs) extracted for distributed speech recognition (DSR). In the ETSI extended DSR standard, MFCCs are compressed with additional parameters such as pitch and voicing class. It is observed that the distribution of MFCCs varies according to the voicing class, thereby enabling the design of different Huffman trees for MFCCs according to voicing class. Based on this observation, we could further reduce the bit-rates of compressed MFCCs compared to the Huffman coding method that does not consider voicing class. Subsequent experiments show that the bit-rate of the proposed method is 34.18 bits per frame, which is 1.84 bits/frame lower than that of the Huffman coding method without voicing.","","978-1-4244-3430-5","10.1109/FGCNS.2008.44","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4813546","DSR;MFCC;Huffman coding","Huffman coding;Speech recognition;Telecommunication standards;Mel frequency cepstral coefficient;Entropy coding;Cepstral analysis;Data mining;Feature extraction;Quantization;Discrete cosine transforms","cepstral analysis;data compression;entropy codes;feature extraction;Huffman codes;speech coding;speech recognition;trees (mathematics)","voicing class dependent Huffman coding;compressed front-end feature vector;distributed speech recognition;entropy coding;quantized mel-frequency cepstral coefficient;Huffman tree","","2","","8","","10 Apr 2009","","","IEEE","IEEE Conferences"
"Vector channel capacity with quantized feedback","S. Srinivasa; S. AIi Jafar","Electrical Engineering and Computer Science, University of California, Irvine, Irvine, CA, USA; Electrical Engineering and Computer Science, University of California, Irvine, Irvine, CA, USA","IEEE International Conference on Communications, 2005. ICC 2005. 2005","15 Aug 2005","2005","4","","2674","2678 Vol. 4","We explore the capacity of an isotropic fading vector channel with multiple transmit antennas at the base station and a single antenna at the mobile receiver. Perfect channel knowledge is assumed to he available at the receiver while the transmitter has only partial knowledge of the direction of the user's channel vector based on quantized feedback. We determine a necessary and sufficient condition for optimality of beamforming, which turns out to be a precise relationship between the optimality of beamforming and the symmetry of the quantizer. For the cases where beamforming is not optimal, we develop upper and lower bounds. Numerical results are provided to help estimate the capacity.","1938-1883","0-7803-8938-7","10.1109/ICC.2005.1494834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1494834","","Channel capacity;Feedback;Array signal processing;Mobile antennas;Receiving antennas;Transmitting antennas;Fading;Base stations;Transmitters;Sufficient conditions","channel capacity;channel estimation;antenna arrays;transmitting antennas;mobile antennas;feedback;fading channels;Monte Carlo methods","feedback quantization;isotropic fading vector channel capacity;multiple transmit antennas;base station;single antenna;mobile receiver;beamforming;quantizer","","11","","12","","15 Aug 2005","","","IEEE","IEEE Conferences"
"Multi-dimensional feedback quantized modulation used in three-phase PMSM motor current control","H. -C. Chen; K. -Y. Chen; W. -Y. Chen; J. -S. Hu","Institute of Electrical Control Engineering, National Chiao Tung University, Taiwan; Department of Electrical Engineering, Yuan Ze University, Taiwan; Institute of Electrical Control Engineering, National Chiao Tung University, Taiwan; Institute of Electrical Control Engineering, National Chiao Tung University, Taiwan","2013 IEEE 10th International Conference on Power Electronics and Drive Systems (PEDS)","10 Jun 2013","2013","","","199","204","A current controlled switching strategy using multi-dimensional feedback quantized modulation is proposed in this work. The proposed strategy finds an optimal state that minimizes the power of current error, in contrast to conventional space vector pulse width modulation (SVPWM), which switches states in an equivalent mean phase voltage manner. The main advantage is that the output power factor is increased, i.e., an improved power efficiency. The proposed scheme is applied to the control of 3-phase permanent-magnet synchronous motor (PMSM). The simulations confirm the proposed control strategy.","2164-5264","978-1-4673-1792-4","10.1109/PEDS.2013.6527014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6527014","Space-vector PWM;quantization","Voltage control;Switches;Current control;Integrated circuits;Inverters;Cost function","electric current control;feedback;machine control;permanent magnet motors;pulse width modulation;synchronous motors","multidimensional feedback quantized modulation;three-phase PMSM motor current control;current controlled switching strategy;optimal state;current error power;space vector pulse width modulation;output power factor;power efficiency;3-phase permanent-magnet synchronous motor;control strategy","","","","7","","10 Jun 2013","","","IEEE","IEEE Conferences"
"Energy Efficiency Maximization Precoding for Quantized Massive MIMO Systems","J. Choi; J. Park; N. Lee","Department of Electrical Engineering, Ulsan National Institute of Science and Technology (UNIST), Ulsan, South Korea; School of Electronics Engineering, College of IT Engineering, Kyungpook National University, Daegu, South Korea; School of Electrical Engineering, Korea University, Seoul, South Korea","IEEE Transactions on Wireless Communications","9 Sep 2022","2022","21","9","6803","6817","The use of low-resolution digital-to-analog and analog-to-digital converters (DACs and ADCs) significantly benefits energy efficiency (EE) at the cost of high quantization noise for massive multiple-input multiple-output (MIMO) systems. This paper considers a precoding optimization problem for maximizing EE in quantized downlink massive MIMO systems. To this end, we jointly optimize an active antenna set, precoding vectors, and allocated power; yet acquiring such joint optimal solution is challenging. To resolve this challenge, we decompose the problem into precoding direction and power optimization problems. For precoding direction, we characterize the first-order optimality condition, which entails the effects of quantization distortion and antenna selection. We cast the derived condition as a functional eigenvalue problem, wherein finding the principal eigenvector attains the best local optimal point. To this end, we propose generalized power iteration based algorithm. To optimize precoding power for given precoding direction, we adopt a gradient descent algorithm for the EE maximization. Alternating these two methods, our algorithm identifies a joint solution of the active antenna set, the precoding direction, and allocated power. In simulations, the proposed methods provide considerable performance gains. Our results suggest that a few-bit DACs are sufficient for achieving high EE in massive MIMO systems.","1558-2248","","10.1109/TWC.2022.3152491","National Research Foundation of Korea (NRF) grant; Korea Government, Ministry of Science and ICT (MSIT), South Korea(grant numbers:2019R1G1A1094703,2021R1C1C1004438,2020R1C1C1013381); MSIT under the Information Technology Research Center (ITRC) Support Program; Institute for Information and Communications Technology Planning and Evaluation (IITP)(grant numbers:IITP-2021-2017-0-01635); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9722716","Low-resolution analog-to-digital converter (ADC)/digital-to-analog converter (DAC);energy efficiency (EE);precoding;antenna selection;massive multiple-input multiple-output (MIMO);eigenvalue problem","Precoding;Massive MIMO;Quantization (signal);Downlink;Antennas;Optimization;Transmitting antennas","active antenna arrays;digital-analogue conversion;eigenvalues and eigenfunctions;energy conservation;gradient methods;iterative methods;MIMO communication;optimisation;precoding;quantisation (signal);telecommunication power management","allocated power;energy efficiency maximization precoding;quantized massive MIMO systems;analog-to-digital converters;high quantization noise;massive multiple-input multiple-output systems;precoding optimization problem;quantized downlink massive MIMO systems;active antenna;joint optimal solution;power optimization problems;first-order optimality condition;quantization distortion;antenna selection;derived condition;functional eigenvalue problem;local optimal point;generalized power iteration based algorithm;precoding power;EE maximization;joint solution;precoding direction;precoding vectors;principal eigenvector","","","","42","IEEE","28 Feb 2022","","","IEEE","IEEE Journals"
"Quantized Feedback for Spatial Multiplexing System","Q. Gao; X. -D. Zhang; J. Li","Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China","2008 IEEE Wireless Communications and Networking Conference","15 Apr 2008","2008","","","237","242","In this paper we present a quantized preceding scheme for the spatial multiplexing system equipped with MMSE-SIC receiver. The preceding matrix, consisting of a beamforming matrix and a power allocation matrix, is selected to maximize the minimum post-detection SINR of the MMSE-SIC receiver. Rather than the whole beamforming matrix, the beamforming vector for each data stream is selected sequentially from a predetermined codebook. The advantage of the sequential selection is that the computational burden and storage requirements are significantly reduced while the performance degradation is marginal. This is especially appealing for mobile terminals due to their physical limitation. The codebook is constructed by the Grassmannian beamforming criterion. Moreover, the proposed scheme is flexible enough to allow for a change in the number of data streams without redesigning the codebook. Simulation results are presented to demonstrate the effectiveness of the proposed scheme.","1558-2612","978-1-4244-1997-5","10.1109/WCNC.2008.47","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4489078","","Feedback;Array signal processing;MIMO;Signal to noise ratio;Transmitters;Mutual information;Transceivers;Nonlinear filters;Communications Society;Automation","interference (signal);least mean squares methods;mobile radio;multiplexing;quantisation (signal);radio receivers","quantized feedback;spatial multiplexing system;quantized preceding;MMSE-SIC receiver;beamforming matrix;power allocation;postdetection SINR;beamforming vector;data stream;sequential selection;storage requirement;mobile terminal;Grassmannian beamforming;minimum mean square error;successive interference cancellation","","","","13","","15 Apr 2008","","","IEEE","IEEE Conferences"
"Pose based activity recognition using Multiple Kernel learning","P. Banerjee; R. Nevatia","University of Southern California, USA; University of Southern California, USA","Proceedings of the 21st International Conference on Pattern Recognition (ICPR2012)","14 Feb 2013","2012","","","445","448","We describe a method for activity recognition based on distribution of human poses in a video. Pose estimation has shown to be sensitive to the priors given to the inference method; we use a collection of distinctive kinematic tree priors to model the variety of pose variations present in a video. Feature histograms are computed from vector quantized descriptors derived from the pose estimates. A learned Multiple Kernel SVM classifier is used to combine the various histograms to give activity classifications. We report results on a publicly available human gesture dataset.","1051-4651","978-4-9906441-0-9","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6460167","","Humans;Kernel;Kinematics;Histograms;Detectors;Hidden Markov models;Estimation","feature extraction;gesture recognition;image classification;inference mechanisms;learning (artificial intelligence);pose estimation;support vector machines;trees (mathematics);vector quantisation;video signal processing","pose based activity recognition;multikernel learning;human pose distribution;video processing;pose estimation;inference method;distinctive kinematic tree;pose variation;feature histogram;vector quantized descriptor;SVM classifier;activity classification;human gesture dataset","","","","13","","14 Feb 2013","","","IEEE","IEEE Conferences"
"Compression of multispectral images by three-dimensional SPIHT algorithm","P. Luigi Dragotti; G. Poggi; A. R. P. Ragozini","Dipartimento di Ingegneria Elettronica e delle Telecomunicazioni, Università di Napoli Federico II, Napoli, Italy; Dipartimento di Ingegneria Elettronica e delle Telecomunicazioni, Università di Napoli Federico II, Napoli, Italy; Dipartimento di Ingegneria Elettronica e delle Telecomunicazioni, Università di Napoli Federico II, Napoli, Italy","IEEE Transactions on Geoscience and Remote Sensing","6 Aug 2002","2000","38","1","416","428","The authors carry out low bit-rate compression of multispectral images by means of the Said and Pearlman's SPIHT algorithm, suitably modified to take into account the interband dependencies. Two techniques are proposed: in the first, a three-dimensional (3D) transform is taken (wavelet in the spatial domain, Karhunen-Loeve in the spectral domain) and a simple 3D SPIHT is used; in the second, after taking a spatial wavelet transform, spectral vectors of pixels are vector quantized and a gain-driven SPIHT is used. Numerous experiments on two sample multispectral images show very good performance for both algorithms.","1558-0644","","10.1109/36.823937","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=823937","","Image coding;Multispectral imaging;Remote monitoring;Transform coding;Wavelet transforms;Wavelet domain;Image sensors;Data compression;Redundancy;Vector quantization","geophysical techniques;geophysical signal processing;terrain mapping;data compression;image coding;vector quantisation;multidimensional signal processing;remote sensing;wavelet transforms;Karhunen-Loeve transforms","geophysical measurement technique;land surface;terrain mapping;optical imaging;multispectral remote sensing;image processing;image compression;multispectral image;three-dimensional algorithm;SPIHT;low bit-rate compression;interband dependence;three-dimensional transform;wavelet transform;spatial domain;Karhunen-Loeve Transform;spectral domain;spatial wavelet transform;spectral vector;vector quantized;vector quantization;set partitioning in hierarchical trees","","175","","20","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Coding of LSP Parameters Using Interframe Moving Average Prediction and Multi-Stage Vector Quantization","H. Ohmuro; T. Moriya; K. Mano; S. Miki","NTT Human Interface Laboratories, Tokyo, Japan; NTT Human Interface Laboratories, Tokyo, Japan; NTT Human Interface Laboratories, Tokyo, Japan; NTT Human Interface Laboratories, Tokyo, Japan","Proceedings., IEEE Workshop on Speech Coding for Telecommunications,","6 Aug 2002","1993","","","63","64","This paper proposes a new efficient line spectrum pair (LSP) vector quantization method which uses moving average (MA) interframe prediction of the parameters. This method has two advantages over auto-regressive prediction: the degradation of decoded parameters caused by bit errors affects only a few of the following frames, and codeword decoding can start at any frame. Using MA prediction, the final reconstructed LSP vector (quantized vector) of the current frame is represented as a linear combination of current and previous frame code vectors. In this paper we describe ways to achieve a more efficient LSP coder when each frame has four 10-ms subfraines. The spectral distance obtained by this method at 30 bits per 40 ms is better than that obtained using conventional multi-stage VQ without interframe correlation at 40 bits per 40 ms.","","","10.1109/SCFT.1993.762340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=762340","","Vector quantization;Decoding;Degradation;Humans;Laboratories;Speech;Telephony;Delay;Computational complexity","","","","18","1","5","","6 Aug 2002","","","IEEE","IEEE Conferences"
"A hardware pyramid vector quantizer","Q. Qureshi; T. Fischer","Department of Electrical Engineering, Texas A and M University, College Station, TX, USA; Department of Electrical Engineering, Texas A and M University, College Station, TX, USA","ICASSP '87. IEEE International Conference on Acoustics, Speech, and Signal Processing","29 Jan 2003","1987","12","","1402","1405","A single-chip, dedicated processor for implementation of pyramid vector quantization is presented. The computational requirements of the vector quantizer encoding algorithm are described, and a processor architecture and instruction set selected for efficient implementation of the vector quantization. The processor performance is characterized by analysis and simulation, with a general conclusion that for a state-of-the-art VLSI implementation, 64 dimensional vectors can be vector quantized at a sample rate of 16 kHz.","","","10.1109/ICASSP.1987.1169527","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1169527","","Hardware;Encoding;Algorithm design and analysis;Clustering algorithms;Lattices;Geometry;Vector quantization;Laplace equations;Computer architecture;Performance analysis","","","","3","","15","","29 Jan 2003","","","IEEE","IEEE Conferences"
"4800 Bps RELP Vocoder using vector quantization for both filter and residual representations","J. -P. Adoul; P. Mabilleau","University of Sherbrooke, Sherbrooke, Canada; Communication Research Center, University of Sherbrooke, Sherbrooke, QUE, Canada","ICASSP '82. IEEE International Conference on Acoustics, Speech, and Signal Processing","29 Jan 2003","1982","7","","601","601","The paper presents the full description and discusses the performances of a 4800 bit per second residual excited linear prediction vocoder. The LPC analysis is efficiently performed using a type of binary-tree search vector-quantization approach. The technique, which is described in ref (1), uses a set of hyperplane equations to perform a hierarchical pattern classification of the input autocorrelation vector in the autocorrelation space. The end result of the search is the integer i1which is the index of the most appropriate (in the Itakura-distance sense) prediction filter out of a set of N preset filters. The search requires only\Log_{2}Ndot products. In this case vector quantization presents two advantages over the classical approach of the Durbin algorithm followed by scalar quantization. First, a faster algorithm is obtained. Second, the same accuracy in filter representation is possible with less bits per second and consequently more bits can be allocated for representing the residual and gain. The residual is vector quantized in the time domain by blocks of 16 the samples according to the approach of ref (2). The 16 sample block is essentially encoded using the integer I2which is the index of the most appropriate 16-sample waveform out of set of M preset prototype waveforms stored in memory. The paper includes preference testings for comparison with other types of 4800 Kbit/sec vocoders. Some sample recordings will be presented at the conference. Finally, preliminary results in the attempt to implement the vocoder in real time on a MAP 200 array processor are discussed.","","","10.1109/ICASSP.1982.1171774","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1171774","","Vocoders;Vector quantization;Filters;Autocorrelation;Linear predictive coding;Performance analysis;Equations;Pattern classification;Prototypes;Testing","","","","2","","2","","29 Jan 2003","","","IEEE","IEEE Conferences"
"Robust Downlink Precoding in Multiuser MIMO-OFDM Systems with Time-Domain Quantized Feedback","Y. Su; S. Tang; J. Shi; X. Huang; Y. J. Guo","Institute of Computing Technology, Chinese Academy and Sciences, China; Institute of Computing Technology, Chinese Academy and Sciences, China; Institute of Computing Technology, Chinese Academy and Sciences, China; Wireless Technologies Laboratory, CSIRO ICT Centre, Australia; Wireless Technologies Laboratory, CSIRO ICT Centre, Australia","2010 IEEE Wireless Communication and Networking Conference","8 Jul 2010","2010","","","1","5","We consider the robust linear precoding (LP) and Tomlinson-Harashima precoding (THP) schemes for multiuser MIMO-OFDM downlink channels with limited feedback. Benefiting from the correlation of spatial channels, the mobile terminal compresses and feeds back the time-domain channel vectors instead of the corresponding frequency-domain vectors to substantially reduce the feedback signalling overhead. A compression and restoration method and a codebook design for channel state information at the transmitter (CSIT) feedback are proposed in the time domain. By treating the partial CSIT as a random quantity, we develop the robust precoders to combat the truncation and quantization errors introduced in the feedback procedure. In comparison with the non-robust designs, both the robust LP and THP have better bit-error rate performance especially in high signal-to-noise ratio region.","1558-2612","978-1-4244-6398-5","10.1109/WCNC.2010.5506364","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5506364","","Robustness;Downlink;Time domain analysis;Vectors;Feeds;Signal restoration;Channel state information;Transmitters;State feedback;Quantization","error statistics;feedback;linear codes;MIMO communication;OFDM modulation;precoding","robust downlink precoding;multiuser MIMO-OFDM systems;time-domain quantized feedback;Tomlinson-Harashima precoding;robust linear precoding;mobile terminal;frequency-domain vectors;channel state information at the transmitter;CSIT feedback;bit-error rate performance","","5","","14","","8 Jul 2010","","","IEEE","IEEE Conferences"
"Sequential scalar quantization of vectors: an analysis","R. Balasubramanian; C. A. Bouman; J. P. Allebach","Xerox Webster Digital Imaging Technology Center, Webster, NY, USA; School of Electrical Engineering, Furdue University, West Lafayette, IN, USA; School of Electrical Engineering, Furdue University, West Lafayette, IN, USA","IEEE Transactions on Image Processing","6 Aug 2002","1995","4","9","1282","1295","Proposes an efficient vector quantization (VQ) technique called sequential scalar quantization (SSQ). The scalar components of the vector are individually quantized in a sequence, with the quantization of each component utilizing conditional information from the quantization of previous components. Unlike conventional independent scalar quantization (ISQ), SSQ has the ability to exploit intercomponent correlation. At the same time, since quantization is performed on scalar rather than vector variables, SSQ offers a significant computational advantage over conventional VQ techniques and is easily amenable to a hardware implementation. In order to analyze the performance of SSQ, the authors appeal to asymptotic quantization theory, where the codebook size is assumed to be large. Closed-form expressions are derived for the quantizer mean squared error (MSE). These expressions are used to compare the asymptotic performance of SSQ with other VQ techniques. The authors also demonstrate the use of asymptotic theory in designing SSQ for a practical application (color image quantization), where the codebook size is typically small. Theoretical and experimental results show that SSQ far outperforms ISQ with respect to MSE while offering a considerable reduction in computation over conventional VQ at the expense of a moderate increase in MSE.<>","1941-0042","","10.1109/83.413172","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=413172","","Iterative algorithms;Hardware;Performance analysis;Product codes;Distortion measurement;Vector quantization;Color;Data compression;Speech coding;Rate distortion theory","vector quantisation;image colour analysis;correlation methods;sequences;image coding","sequential scalar quantization;vector quantization;scalar components;intercomponent correlation;performance;asymptotic quantization theory;closed-form expressions;quantizer mean squared error;asymptotic performance;color image quantization;codebook size;computation","","22","2","20","","6 Aug 2002","","","IEEE","IEEE Journals"
"Video coding scheme using DCT-pyramid vector quantization","P. Dalessandro; R. Lancini","Contraves Co., Milan, Italy; Centro per la Formazione in Ingegnaria delľInformazione, CEFRIEL, Milan, Italy","IEEE Transactions on Image Processing","6 Aug 2002","1995","4","3","309","319","A new and effective video coding scheme for contribution quality is proposed. The CMTT/2, a joint committee of CCIR and CCITT, has proposed a video coding scheme (already approved at European level by ETS) working at 34-45 Mbit/s. Basically this proposal includes a DCT transform for spatial correlation removal and motion compensation for temporal correlation removal. The individual transform coefficients are then scalar quantized with a non uniform bit assignment. Starting from the CMTT/2 proposal, the study presents a new video coding scheme designed using a vector quantizer solution instead of the scalar one. Specifically, the pyramid vector quantization (PVQ) has been chosen as the vector quantization method as it is able to reduce the DCT coefficients Laplacian distribution. Simulation results show that the proposed video coding scheme gives the same contribution quality at 22 Mbit/s as the one obtained with the CMTT/2 proposal at 45 Mbit/s.<>","1941-0042","","10.1109/83.366479","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=366479","","Video coding;Vector quantization;Proposals;Discrete cosine transforms;Image coding;Laplace equations;Motion compensation;Frequency;Bit rate","video coding;motion compensation;vector quantisation;discrete cosine transforms;image sequences","DCT-pyramid vector quantization;video coding scheme;spatial correlation removal;motion compensation;temporal correlation removal;transform coefficients;Laplacian distribution;contribution quality;22 to 45 Mbit/s","","10","2","23","","6 Aug 2002","","","IEEE","IEEE Journals"
