"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Video Popularity Prediction: An Autoencoder Approach With Clustering","Y. -T. Lin; C. -C. Yen; J. -S. Wang","Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan; Department of Computer Science, University of California at Davis, Davis, USA; Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan","IEEE Access","21 Jul 2020","2020","8","","129285","129299","Autoencoders implemented by artificial neural networks (ANNs) are utilized to learn the latent space representation of data in an unsupervised manner, and they have been widely used in recommender systems. For instance, several collaborative denoising autoencoder (CDAE) models have shown that their performance gains outperform that of the collaborative filtering based (CF-based) models. In this work, a near-optimal Top-K forecasting solution is proposed for our advanced autoencoder recommender systems. We propose a method which utilizes CDAE model in predicting the Top-K popular videos in an upcoming time period. In order to improve the prediction accuracy, we also propose an autoencoder based recommendation algorithm with the help of K-means clustering that upgrades the performance of the original autoencoder model. The experimental results show that our method increases significantly the Average Precision (AP) and Recall values by nearly 30%. We then further utilize our proposed autoencoder model with clustering in predicting Top-K popular videos. The applications of predicting Top-K popular videos can be used in the video delivery for the Mobile Edge Computing (MEC) environment to avoid bottleneck in the constricted capacity of backhaul link. Namely, the performance gain will be upgraded if our proposed method precisely predicts and caches the Top-K popular videos in advance with the help of a better forecasting model.","2169-3536","","10.1109/ACCESS.2020.3009253","Ministry of Science and Technology, Taiwan(grant numbers:MOST 104-2221-E-007-017); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9139947","Top-K ranking and predicting;autoencoder;caching;K-means","Recommender systems;Predictive models;Collaboration;Streaming media;Machine learning;Prediction algorithms","collaborative filtering;image denoising;learning (artificial intelligence);mobile computing;neural nets;pattern clustering;recommender systems;video signal processing","CDAE model;prediction accuracy;autoencoder based recommendation algorithm;original autoencoder model;video delivery;performance gain;forecasting model;video popularity prediction;artificial neural networks;collaborative denoising autoencoder models;collaborative filtering;advanced autoencoder recommender systems;near-optimal top-k forecasting solution;top-k popular videos","","3","","22","CCBY","14 Jul 2020","","","IEEE","IEEE Journals"
"Noise reduction in images using autoencoders","A. Pawar","Department of Electronics & Telecommunication, Pune Institute of Computer Technology, Pune, India","2020 3rd International Conference on Intelligent Sustainable Systems (ICISS)","18 Jan 2021","2020","","","987","990","Pure signals can ideally exist only on paper. However, with the availability of a considerable number of state-of-the-art techniques that claim to denoise a given signal only up to an extent, it is at the same time necessary that such techniques must be compatible with a large number of devices. This paper discusses an approach to reduce the noise present in images through Image Processing and Deep Learning algorithms by implementing autoencoders. Using an autoencoder for removing noise is one such approach where the main focus is to retain the originality as autoencoders follow the backpropagation process, rather than the traditional techniques, where the output signal is ultimately the unoriginal version of the input signal. The technique discussed in the paper is interconvertible, i.e., could be used for any signal, is reliable, efficient, and compatible with a larger pool of devices.","","978-1-7281-7089-3","10.1109/ICISS49785.2020.9315908","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9315908","Deep Learning;Artificial Neural Network;Autoencoders;Latent Space Representation","Decoding;Image coding;Noise reduction;Training;Image reconstruction;Conferences;Testing","backpropagation;deep learning (artificial intelligence);image denoising","image processing;deep learning;autoencoder;backpropagation process;noise reduction","","","","15","","18 Jan 2021","","","IEEE","IEEE Conferences"
"Hierarchy Denoising Recursive Autoencoders for 3D Scene Layout Prediction","Y. Shi; A. X. Chang; Z. Wu; M. Savva; K. Xu",National University of Defense Technology; Eloquent Labs; Princeton University; Simon Fraser University; National University of Defense Technology,"2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)","9 Jan 2020","2019","","","1771","1780","Indoor scenes exhibit rich hierarchical structure in 3D object layouts. Many tasks in 3D scene understanding can benefit from reasoning jointly about the hierarchical context of a scene, and the identities of objects. We present a variational denoising recursive autoencoder (VDRAE) that generates and iteratively refines a hierarchical representation of 3D object layouts, interleaving bottom-up encoding for context aggregation and top-down decoding for propagation. We train our VDRAE on large-scale 3D scene datasets to predict both instance-level segmentations and a 3D object detections from an over-segmentation of an input point cloud. We show that our VDRAE improves object detection performance on real-world 3D point cloud datasets compared to baselines from prior work.","2575-7075","978-1-7281-3293-8","10.1109/CVPR.2019.00187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954246","Scene Analysis and Understanding;Recognition: Detection;Categorization;Retrieval;Segmentation;Grouping and Shape","Point cloud compression;Three-dimensional displays;Layout;Noise reduction;Refining;Object detection;Encoding","image denoising;image segmentation;object detection;traffic engineering computing","hierarchy denoising recursive autoencoders;indoor scenes;hierarchical structure;3D object layouts;hierarchical context;variational denoising recursive autoencoder;VDRAE;hierarchical representation;3D object detections;object detection performance;real-world 3D point cloud datasets;large-scale 3D scene datasets;instance-level segmentation","","14","","65","IEEE","9 Jan 2020","","","IEEE","IEEE Conferences"
"Denoising Autoencoder-Based Missing Value Imputation for Smart Meters","S. Ryu; M. Kim; H. Kim","Department of Electronic Engineering, Sogang University, Seoul, South Korea; Department of Electronic Engineering, Sogang University, Seoul, South Korea; Department of Electronic Engineering, Sogang University, Seoul, South Korea","IEEE Access","4 Mar 2020","2020","8","","40656","40666","Electric load data are essential for data-driven approaches (including deep learning) in smart grid, and advanced smart meter technologies provide fine-grained data with reliable communications. Despite the recent development of smart metering devices, however, missing data still arise due to unexpected device power off, communication failure, measuring error, or other unknown reasons. In this paper, we investigate a deep learning framework for missing imputation of smart meter data by leveraging a denoising autoencoder (DAE). Then, we compare the performance of the proposed DAE with traditional methods as well as other recently developed generative models, e.g., variational autoencoder and Wasserstein autoencoder. The proposed DAE based imputation shows significantly better results compared to other methods in terms of root mean square error (RMSE) by up to 28.9% for point-wise error, and by up to 56% for daily-accumulated error.","2169-3536","","10.1109/ACCESS.2020.2976500","Ministry of Land, Infrastructure and Transport(grant numbers:19NSPS-B152996-02); National Research Foundation of Korea(grant numbers:NRF-2017R1A1A1A05001377); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9016055","Deep learning;smart grid;missing imputation;smart meters;denoising autoencoder;generative model;daily load profile (DLP)","Machine learning;Smart meters;Noise reduction;Smart grids;Load modeling","data analysis;learning (artificial intelligence);neural nets;power engineering computing;smart meters;smart power grids","electric load data;smart grid;smart meter technologies;deep learning;smart meter data;DAE based imputation;denoising autoencoder-based missing value imputation","","21","","30","CCBY","27 Feb 2020","","","IEEE","IEEE Journals"
"Speech Enhancement Using Convolutional Denoising Autoencoder","S. A. Shahriyar; M. A. H. Akhand; N. Siddique; T. Shimamura","Dept. of CSE, Khulna University of Engineering & Technology, Khulna, Bangladesh; Dept. of CSE, Khulna University of Engineering & Technology, Khulna, Bangladesh; Engineering and Intelligent Systems, Ulster University, United Kingdom; Graduate School of Science and Engineering, Saitama University, Japan","2019 International Conference on Electrical, Computer and Communication Engineering (ECCE)","4 Apr 2019","2019","","","1","5","Speech signals are complex in nature with respect to other forms of communication media such as text or image. Different forms of noises (e.g., additive noise, channel noise, babble noise) interfere with the speech signals and drastically hamper the quality of the speech in the noisy speech signals. Enhancement of speech signals is a daunting task considering multiple forms of noises while denoising speech signals. Certain analog noise eliminator models have been studied over the years for this purpose. Researchers have also delved into some deep learning techniques to enhance speech signals. In this study, a speech enhancement system is investigated using Convolutional Denoising Autoencoder (CDAE). It takes advantages from the 2D structured inputs of the features extracted from speech signals and also considers the local temporal relationship among the features. In the proposed system, CDAE is trained considering features from noisy speech signal as input and clean speech features as desired output. The proposed CDAE based method has been tested on a benchmark dataset, called Speech Command Dataset, and attained 80% similarity between denoised speech and actual clean speech. The proposed system achieved perceptual evaluation of speech quality (PESQ) value of 2.43 which outperformed other related existing methods.","","978-1-5386-9111-3","10.1109/ECACE.2019.8679106","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8679106","Speech Enhancement;Speech Cleaning;MFCC;Convolutional Denoising Autoencode;Clean Audio","Speech enhancement;Noise measurement;Feature extraction;Mel frequency cepstral coefficient;Noise reduction;Convolution;Two dimensional displays","learning (artificial intelligence);signal denoising;speech enhancement","speech signals;speech enhancement system;Convolutional Denoising Autoencoder;noisy speech signal;clean speech features;actual clean speech;Speech Command Dataset;benchmark dataset;perceptual evaluation of speech quality value;analog noise eliminator models","","4","","19","","4 Apr 2019","","","IEEE","IEEE Conferences"
"Sparsely connected autoencoder","K. Gupta; A. Majumdar","IIIT Delhi, New Delhi, India; IIIT Delhi, New Delhi, India","2016 International Joint Conference on Neural Networks (IJCNN)","3 Nov 2016","2016","","","1940","1947","This work proposes to learn autoencoders with sparse connections. Prior studies on autoencoders enforced sparsity on the neuronal activity; these are different from our proposed approach - we learn sparse connections. Sparsity in connections helps in learning (and keeping) the important relations while trimming the irrelevant ones. We have tested the performance of our proposed method on two tasks - classification and denoising. For classification we have compared against stacked autneencoders, contractive autoencoders, deep belief network, sparse deep neural network and optimal brain damage neural network; the denoising performance was compared against denoising autoencoder and sparse (activity) autoencoder. In both the tasks our proposed method yields superior results.","2161-4407","978-1-5090-0620-5","10.1109/IJCNN.2016.7727437","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7727437","autoencoder;classification;sparsity;denoising","Biological neural networks;Neurons;Noise reduction;Minimization;Decoding;Training","image classification;image coding;image denoising","sparsely connected autoencoder;classification;denoising performance","","4","","34","","3 Nov 2016","","","IEEE","IEEE Conferences"
"Robust and Fast Temperature Extraction for Brillouin Optical Time-Domain Analyzer by Using Denoising Autoencoder-Based Deep Neural Networks","B. Wang; N. Guo; L. Wang; C. Yu; C. Lu","Department of Electronics and Information Engineering, The Hong Kong Polytechnic University, Hong Kong; Department of Electronics and Information Engineering, The Hong Kong Polytechnic University, Hong Kong; National Engineering Laboratory for Next Generation Internet Access System, School of Optics and Electronic Information, Huazhong University of Science and Technology, Wuhan, China; Department of Electronics and Information Engineering, The Hong Kong Polytechnic University, Hong Kong; Department of Electronics and Information Engineering, The Hong Kong Polytechnic University, Hong Kong","IEEE Sensors Journal","5 Mar 2020","2020","20","7","3614","3620","A method of robust and fast temperature extraction for Brillouin optical time-domain analyzer (BOTDA) sensing systems using the denoising autoencoder (DAE) based deep neural networks (DNN) is demonstrated. After appropriate training, the DAE suppresses the noise on the measured Brillouin gain spectrum (BGS), and improves the signal-to-noise ratio (SNR) by 9.96dB in our experiment. To extract temperature, the DAE as a basic block is stacked to form the DNN model. Since the DNN model is based on DAE, both denoising and fast temperature extraction can be simultaneously finished using only one DNN model. Thus, it is more robust and faster than the conventional Lorentzian curve fitting (LCF) method, especially when the input data has low SNR level. In the case of 4.6dB SNR, the standard deviation (SD) of the measured temperature at the end of 40km fiber under test (FUT) is reduced from 2.4°C to 1.2°C by using DAE based DNN when compared with that using the LCF method, and the corresponding root-mean-square error (RMSE) is reduced from 2.4°C to 1.3°C. Moreover, since the temperature information can be extracted directly from the experimental BGS data without the need of time-consuming curve fitting and subsequent conversion from Brillouin frequency shift (BFS) to temperature, the speed of temperature extraction using the DAE based DNN is faster by 500 times than that using LCF. Combining the advantages of both denoising and fast processing speed, the DAE based DNN would be a practical way of temperature extraction for the BOTDA systems.","1558-1748","","10.1109/JSEN.2019.2960876","Research Grants Council of Hong Kong (RGC) Project(grant numbers:CUHK GRF 14204019,PolyU GRF 15265816,15216817,15211317); Heilongjiang University of Science and Technology(grant numbers:3011182020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8936935","Brillouin optical time-domain analyzer;denoising autoencoder;deep neural networks;temperature extraction","Temperature measurement;Training;Noise reduction;Feature extraction;Data mining;Temperature distribution;Scattering","Brillouin spectra;fibre optic sensors;neural nets;optical engineering computing;optical noise;temperature measurement;time-domain analysis","temperature information;Brillouin frequency shift;DAE based DNN;fast temperature extraction;denoising autoencoder-based deep neural networks;robust temperature extraction;Brillouin optical time-domain analyzer sensing systems;noise suppression;measured Brillouin gain spectrum;signal-to-noise ratio;DNN model;SNR level;standard deviation;fiber under test;root-mean-square error;size 40.0 km","","9","","20","IEEE","19 Dec 2019","","","IEEE","IEEE Journals"
"Elastic SDAE: An Adaptive Noise Selection for Stacked Denoising Auto encoder","B. V. Gokulnath; U. Devi G.","School of Information Technology, Vellore Institute of Technology, Vellore, Tamil Nadu, India; School of Information Technology, Vellore Institute of Technology, Vellore, Tamil Nadu, India","2020 International Conference on Emerging Trends in Information Technology and Engineering (ic-ETITE)","27 Apr 2020","2020","","","1","5","This paper proposes an Elastic Stacked Denoising Autoencoder model, an upgraded model of a stacked autoencoder algorithm. It works on the basis of reconstruction through learning from the input towards generating the same as the output. But, the selection of noise levels in the autoencoder is determined as fixed-parameter throughout the learning. The proposed model addresses this limitation based on the principle of annealing (ElasticSDAE), a novel method of adaptively obtaining the noise level. This is achieved by first computing the average noise level for each epoch using a linear average noise level function based on the principle of annealing; and second calculating the noise level for each input neuron based on the average noise level, and the contribution of the input neuron to the activation of hidden neurons (which depend on the input neuron's value and the weights). Thus, the network includes a combination of features at multiple scales. The experimental results show that our proposed ElasticSDAE performed better than SDAE and other unsupervised feature learning methods.","","978-1-7281-4142-8","10.1109/ic-ETITE47903.2020.275","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9077788","Elastic Stacked Denoising Autoencoder;Feature Extraction;Plant Village;Noise Reduction","","feature extraction;image denoising;learning (artificial intelligence);neural nets","stacked autoencoder algorithm;linear average noise level function;input neuron;adaptive noise selection;elastic SDAE;elastic stacked denoising autoencoder model;annealing","","","","8","","27 Apr 2020","","","IEEE","IEEE Conferences"
"Learning autoencoders with low-rank weights","K. Gupta; A. Majumdar",TCS; IIIT-Delhi,"2017 IEEE International Conference on Image Processing (ICIP)","22 Feb 2018","2017","","","3899","3903","In this work we propose to regularize the encoding and decoding weights of an autoencoder using low-rank penalty in the form of nuclear norm. Such a formulation models redundancy in the network. We show that our proposed method yields better classification accuracy (on an average) and denoising results than other stochastic and deterministic regularization techniques used in deep autoencoders. Our method is also considerably faster compared to these techniques. The experiments have been carried out on benchmark deep learning datasets.","2381-8549","978-1-5090-2175-8","10.1109/ICIP.2017.8297013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8297013","autoencoder;deep learning;classification;denoising;nuclear norm","Training;Decoding;Noise reduction;Biological neural networks;Neurons;Redundancy;Artificial neural networks","image classification;image coding;image denoising;learning (artificial intelligence)","low-rank weights;decoding weights;low-rank penalty;nuclear norm;classification accuracy;deep autoencoders;redundancy;autoencoders learning;encoding weights;deep learning datasets;denoising results","","1","","28","","22 Feb 2018","","","IEEE","IEEE Conferences"
"A Study on Feature Extraction of Handwriting Data Using Kernel Method-Based Autoencoder","V. Q. Dang; Y. Pei","School of Computer Science and Engineering, University of Aizu, Aizu-Wakamatsu, Fukushima, Japan; Computer Science Division, University of Aizu, Aizu-Wakamatsu, Fukushima, Japan","2018 9th International Conference on Awareness Science and Technology (iCAST)","1 Nov 2018","2018","","","1","6","We use kernel method-based autoencoder in feature extraction application and evaluate its performance with a public handwriting database. Neural network-based autoencoder is an unsupervised algorithm and model that tries to learn an approximation function so as to extract features from data. Kernel method-based autoencoder has the same function compared with neural network-based autoencoder, but uses kernel methods to implement linear and non-linear data transformation. We use a handwriting dataset to evaluate kernel-based autoencoder, and examine the result by mean square error estimator, structural similarity index and peak signal-to-noise ratio for measuring image quality. We also investigate parameters of kernel functions to observe changes in the performance of the autoencoder. We found that effectiveness of kernel method-based autoencoder depends on the selection of kernel function and its parameter.","2325-5994","978-1-5386-5826-0","10.1109/ICAwST.2018.8517169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8517169","kernel method;kernel-based autoencoder;autoencoder;kernel-based principal component analysis;kernel-based linear regression","Kernel;Linear regression;Feature extraction;Databases;Training;Covariance matrices;Data models","feature extraction;Gaussian processes;handwriting recognition;image denoising;learning (artificial intelligence);mean square error methods;neural nets","kernel method-based autoencoder;neural network-based autoencoder;kernel methods;kernel-based autoencoder;kernel function;handwriting dataset;mean square error estimator;structural similarity index;peak signal-to-noise ratio;image quality","","2","","10","","1 Nov 2018","","","IEEE","IEEE Conferences"
"Denoising-Contractive Autoencoder for Robust Device-Free Occupancy Detection","P. C. Ng; J. She","Department of Electronics and Computer Engineering, Hong Kong University of Science and Technology, Hong Kong; Department of Electronics and Computer Engineering, Hong Kong University of Science and Technology, Hong Kong","IEEE Internet of Things Journal","11 Dec 2019","2019","6","6","9572","9582","Device-free occupancy detection is very important for certain Internet of Things applications that do not require the user to carry a receiver. This paper achieves the device-free occupancy detection with RF fingerprinting, which labels each zone with a 2M-dimensional fingerprint vector. Specifically, the fingerprint vector consists of received signal strength (RSS) values measured from M Bluetooth low energy (BLE) beacons and also their corresponding temporal RSS variations. However, the unreliable RSS values caused two common issues with the fingerprint vector: 1) noise and 2) sparsity. To this end, we propose denoising-contractive autoencoder (DCAE) to jointly deal with these two issues, by learning a robust fingerprint prior to device-free occupancy detection. We validate the performance of our proposed DCAE with large-scale real-world datasets. The experimental results indicate the substantial performance gain of our proposed DCAE in comparison with state-of-the-art autoencoders. In particular, the classifier trained using the fingerprints learned by our proposed DCAE is able to maintain at least 90% accuracy when the noise factor or sparsity ratio increases to 0.6 and 0.5, respectively.","2327-4662","","10.1109/JIOT.2019.2929822","HKUST-NIE Social Media Laboratory; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8766808","Autoencoder;Bluetooth low energy (BLE) beacon;occupancy detection","Receivers;Radio frequency;Smart phones;Internet of Things;Performance evaluation;Noise measurement;Bluetooth","Bluetooth;indoor radio;learning (artificial intelligence);object tracking;radio networks;RSSI;signal denoising;wireless LAN","DCAE;robust fingerprint;denoising-contractive autoencoder;robust device-free occupancy detection;RF fingerprinting;2M-dimensional fingerprint vector","","7","","35","IEEE","19 Jul 2019","","","IEEE","IEEE Journals"
"Performance Analysis of Stego Images Detection Using Shallow Denoising Autoencoders","D. Progonov","Institute of Physics and Technology, Igor Sikorsky Kyiv Polytechnic Institute, Kyiv, Ukraine","2021 IEEE 8th International Conference on Problems of Infocommunications, Science and Technology (PIC S&T)","16 May 2022","2021","","","179","182","Early detection of sensitive information leakage in communication systems is topical task today. This requires usage of advanced statistical processing methods for detection negligible changes of cover files, such as digital images, caused by message hiding. One of promising approaches for solving the task is learning an appropriate representation of cover and formed stego images that is sensitive to data embedding. This approach is widely used in modern stegdetectors based on utilization of convolutional neural networks. Achieving of high detection accuracy by stegdetector requires usage deep convolutional networks, whose computation-intensive re-train procedure limits fast adaptation to unknown embedding methods. For overcoming this limitation, we propose to use special types of neural networks, namely autoencoders that provides fast adaptation to changes of inputted data by preserving high restoration accuracy. The work is devoted to performance analysis of usage shallow denoising autoencoders for detection of stego images formed by advanced embedding methods. It is revealed that considered networks allows improving detection accuracy up to 1.5%-2% for the most difficult case of small cover image payload (less than 10%).","","978-1-6654-0682-6","10.1109/PICST54195.2021.9772180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9772180","steganalysis;digital image;adaptive embedding methods;autoencoders","Image coding;Filtering;Digital images;Noise reduction;Neural networks;Performance analysis;Image restoration","convolutional neural nets;embedded systems;image coding;image denoising;image representation;image restoration;learning (artificial intelligence);object detection;steganography","high detection accuracy;stegdetector;computation-intensive re-train procedure;fast adaptation;unknown embedding methods;high restoration accuracy;performance analysis;advanced embedding methods;cover image payload;stego image detection;shallow denoising autoencoders;communication systems;advanced statistical processing methods;cover files;digital images;message hiding;data embedding;modern stegdetectors;convolutional neural networks;deep convolutional networks;sensitive information leakage detection","","","","19","IEEE","16 May 2022","","","IEEE","IEEE Conferences"
"Improving The Robustness Of Right Whale Detection In Noisy Conditions Using Denoising Autoencoders And Augmented Training","W. Vickers; B. Milner; R. Lee","School of Computing Sciences, University of East Anglia, Norwich, UK; School of Computing Sciences, University of East Anglia, Norwich, UK; Gardline Environmental, Gardline Geosurvey Limited, Great Yarmouth, UK","ICASSP 2021 - 2021 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","13 May 2021","2021","","","91","95","The aim of this paper is to examine denoising autoencoders (DAEs) for improving the detection of right whales recorded in harsh marine environments. Passive acoustic recordings are taken from autonomous surface vehicles (ASVs) and are subject to noise from sources such as shipping and offshore construction. To mitigate the noise we apply DAEs and consider how best to train the classifier by augmenting clean training data with examples contaminated by noise. Evaluations find that the DAE improves detection accuracy and is particularly effective when the classifier is trained on data that has itself been denoised rather than using a clean model. Further, testing on unseen noises is also effective particularly for noises that exhibit similar character to noises seen in training.","2379-190X","978-1-7281-7605-5","10.1109/ICASSP39728.2021.9414682","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9414682","cetacean detection;autonomous surface vehicles;CNN;autoencoder;right whale","Training;Surface cleaning;Surface contamination;Noise reduction;Whales;Training data;Data models","acoustic signal processing;image classification;image denoising;marine engineering;marine vehicles;mobile robots;neural nets;robot vision","right whale detection;noisy conditions;denoising autoencoders;augmented training;DAE;harsh marine environments;passive acoustic recordings;autonomous surface vehicles;ASV;classifier;clean training data augmentation","","1","","21","","13 May 2021","","","IEEE","IEEE Conferences"
"Research on fault diagnosis method of rotating machinery based on deep learning","Z. Chen; Z. Li","Key laboratory of Nondestructive Testing, Ministry of Education Nanchang Hangkong University, Nanchang, China; Key laboratory of Nondestructive Testing, Ministry of Education Nanchang Hangkong University, Nanchang, China","2017 Prognostics and System Health Management Conference (PHM-Harbin)","23 Oct 2017","2017","","","1","4","Based on the deficiency in the traditional fault diagnosis method, i.e shallow learning is usually used to characterize complex mapping relationship between vibration signals and the rotor system, a deep neural network (DNN)based on denoising auto-encoder is proposed. At the same time, the proposed method has been successfully applied to the fault diagnosis of rotating machinery. In the proposed method, the frequency domain information of the vibration signal is used as input signal, and the deep neural network is obtained by the unsupervised training of the denoising autoencoder, the dropout method is employed to adjust the network parameters, reducing the problem of the over-fitting. Finally, the fault features obtained by learning of denoising auto-encoder is used for fault diagnosis. The experimental result show that the proposed method is very effective, and can effectively extract the implicit characteristics of the fault signal.","2166-5656","978-1-5386-0370-3","10.1109/PHM.2017.8079279","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8079279","denoising autoencoders;deep learning;fault diagnosis;Rotating mchinery","Machine learning;Fault diagnosis;Machinery;Noise reduction;Standards","fault diagnosis;learning (artificial intelligence);machinery;neural nets;signal denoising;vibrational signal processing;vibrations","rotating machinery;deep learning;complex mapping relationship;vibration signal;rotor system;deep neural network;frequency domain information;input signal;denoising autoencoder;dropout method;network parameters;fault features;fault signal","","6","","10","","23 Oct 2017","","","IEEE","IEEE Conferences"
"Deep Convolutional Autoencoder for Estimation of Nonstationary Noise in Images","S. G. Bahncmiri; M. Ponomarenko; K. Egiazarian","Tampere University, Finland; Tampere University, Finland; Tampere University, Finland","2019 8th European Workshop on Visual Information Processing (EUVIP)","2 Jan 2020","2019","","","238","243","A precise estimation of noise parameters is very important in many image processing applications, such as denoising, deblurring, compression, etc. This problem is well studied for the case of stationary noise in images, and much less studied for the case of nonstationary noise. In this paper, we develop an efficient method of nonstationary noise variance estimation in image regions, based on specially designed deep convolutional autoencoder (DCAE) with a small dimensionality reduction. Training of the proposed DCAE is carried out for a large set of image blocks, including fragments of noise free textures, faces and texts. In the numerical analysis, we compare the proposed method and method of blind estimation of nonstationary noise, based on block matching (BM). Additionally, we analyze efficiency of the proposed DCAE in comparison with the conventional autoencoder (AE). We show that usage of the proposed DCAE provides an error of noise variance estimation about 2 times smaller, that the error when the standard AE is used, and 4 times smaller than the variance estimation error of the BM method.","2471-8963","978-1-7281-4496-2","10.1109/EUVIP47703.2019.8946273","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8946273","noise parameters estimation;autoencoder;deep convolutional networks;image denoising;image compression;image visual quality assessment","Estimation;Noise measurement;Training;Visualization;Image denoising;Image coding","computer vision;convolutional neural nets;image denoising;image matching;image restoration;image texture;learning (artificial intelligence);motion estimation","variance estimation error;precise estimation;noise parameters;image processing;stationary noise;nonstationary noise variance estimation;image regions;DCAE;image blocks;blind estimation;designed deep convolutional autoencoder;noise free textures;numerical analysis","","5","","22","","2 Jan 2020","","","IEEE","IEEE Conferences"
"Denoising AutoEncoder in Neural Networks with Modified Elliott Activation Function and Sparsity-Favoring Cost Function","H. Burhani; W. Feng; G. Hu","Departments of Computing & Information Systems and Mathematics, Trent University, Peterborough, Ontario, Canada; Departments of Computing & Information Systems and Mathematics, Trent University, Peterborough, Ontario, Canada; Department of Computer Science, Central Michigan University Mount Pleasant, Michigan, USA","2015 3rd International Conference on Applied Computing and Information Technology/2nd International Conference on Computational Science and Intelligence","30 Nov 2015","2015","","","343","348","Neural networks (NN) are architectures and algorithms for machine learning. They are quite powerful for tasks like classification, clustering, and pattern recognition. Large neural networks can be considered a universal function that can approximate any function, and hence are effective at learning from the training data, not only the useful information but also the noise in the training data. However, as the number of neurons and the number of hidden layers grow, the number of connections in the network increases exponentially, and the over fitting problem becomes more severe biased towards noise. Various methods have been proposed to address this problem such as AutoEncoder, Dropout, DropConnect, and Factored Mean training. In this paper, we propose a denoising autoencoder approach using a modified Elliott activation function and a cost function that favors sparsity in the input data. Preliminary experiments using the modified algorithm on several real data sets showed that the proposed approach performed well.","","978-1-4673-9642-4","10.1109/ACIT-CSI.2015.67","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7336086","Deep neural networks;denoising autoencoder;activation function;cost function","Neurons;Biological neural networks;Training;Noise reduction;Cost function;Machine learning algorithms","neural nets;transfer functions","neural networks;sparsity-favoring cost function;denoising autoencoder;modified Elliott activation function;input data sparsity","","4","1","18","","30 Nov 2015","","","IEEE","IEEE Conferences"
"Dual Denoising Autoencoder Features for Imbalance Classification Problems","T. Wang; G. Zeng; W. W. Y. Ng; J. Li","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China","2017 IEEE International Conference on Internet of Things (iThings) and IEEE Green Computing and Communications (GreenCom) and IEEE Cyber, Physical and Social Computing (CPSCom) and IEEE Smart Data (SmartData)","1 Feb 2018","2017","","","312","317","In pattern classification problems, it is difficult to force all classes to have the same number of training samples. Undersampling-based methods loss information while oversampling-based methods easily overfit. Therefore, the Dual Autoencoders Features (DAF) relieves the imbalanced pattern classification problem via learning a set of better features to project samples in different classes onto a more distinguishable space. However, the feature set learned by the DAF may not be robust to partial corruption of input patterns. Therefore, this work proposes a Dual Denoising Autoencoders Features (DDAF) to learn a more robust set of features to contaminated or destroyed training datasets. Experimental results show that the DDAF outperforms existing resampling-based methods and the DAF for imbalanced pattern classification problems.","","978-1-5386-3066-2","10.1109/iThings-GreenCom-CPSCom-SmartData.2017.52","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8276770","imbalanced classification;feature learning;stacked denoising autoencoder","Encoding;Training;Noise reduction;Decoding;Robustness;Image reconstruction;Pattern classification","feature extraction;learning (artificial intelligence);pattern classification;sampling methods","pattern classification problems;imbalanced pattern classification problem;feature set learning;DDAF;dual denoising autoencoder features","","3","","21","","1 Feb 2018","","","IEEE","IEEE Conferences"
